worker_id,zone_id,city,tenure_weeks,daily_active_hours,weekly_delivery_days,avg_weekly_earnings,earnings_std_dev,avg_daily_distance_km,avg_deliveries_per_day,vehicle_type,primary_shift,claim_count_90d,zone_disruption_days,zone_aqi_baseline,is_monsoon_season,is_flood_prone_zone,platform,is_part_time,risk_label
w_05617,BLR-03,Bangalore,11,3.0,3,800.0,196.0,32.9,10,Petrol_Bike,Midday_Evening,0,19,124,0,1,Amazon,1,0
w_05618,MUM-07,Mumbai,11,8.6,6,3411.0,812.0,23.4,56,Petrol_Bike,Evening_Late,1,27,151,1,1,Amazon,0,1
w_05619,DEL-12,Delhi,79,8.0,7,3452.0,571.0,59.7,62,EV_Scooter,Morning_Midday,0,45,260,1,0,Amazon,0,0
w_05620,MUM-07,Mumbai,4,2.8,3,800.0,235.0,32.7,30,Petrol_Bike,Morning_Midday,2,26,172,0,1,Amazon,1,1
w_05621,MUM-07,Mumbai,1,8.6,6,3196.0,588.0,48.5,16,Petrol_Bike,Evening_Late,2,27,151,1,1,Flipkart,0,1
w_05622,CHN-06,Chennai,16,4.1,4,1105.0,355.0,31.8,15,Petrol_Bike,Midday_Evening,0,19,95,1,1,Flipkart,1,0
w_05623,BLR-03,Bangalore,40,9.3,6,3041.0,654.0,39.5,22,Petrol_Bike,Midday_Evening,1,23,61,0,1,Amazon,0,1
w_05624,BLR-03,Bangalore,15,10.9,7,4347.0,574.0,87.6,66,Petrol_Bike,Evening_Late,0,17,85,0,1,Flipkart,0,0
w_05625,VAD-04,Vadodara,20,7.3,6,2326.0,382.0,109.7,41,Petrol_Bike,Midday_Evening,0,12,125,0,1,Flipkart,0,1
w_05626,BLR-03,Bangalore,25,3.5,3,800.0,100.0,28.1,15,EV_Scooter,Midday_Evening,2,20,109,1,1,Flipkart,1,1
w_05627,DEL-12,Delhi,13,8.1,7,4888.0,1291.0,88.4,45,EV_Scooter,Midday_Evening,0,30,293,1,0,Amazon,0,0
w_05628,MUM-07,Mumbai,21,5.2,3,1035.0,235.0,26.4,14,Petrol_Bike,Midday_Evening,0,30,103,0,1,Flipkart,1,0
w_05629,DEL-12,Delhi,20,9.1,7,3483.0,960.0,79.1,68,Petrol_Bike,Midday_Evening,0,42,250,0,0,Amazon,0,1
w_05630,VAD-04,Vadodara,1,10.8,6,4192.0,1079.0,76.1,69,EV_Scooter,Midday_Evening,1,16,86,0,1,Amazon,0,0
w_05631,BLR-03,Bangalore,13,11.4,6,4931.0,1201.0,51.8,52,Petrol_Bike,Midday_Evening,0,20,62,0,1,Flipkart,0,0
w_05632,DEL-12,Delhi,2,8.1,6,3348.0,372.0,84.5,62,Petrol_Bike,Midday_Evening,3,38,245,0,0,Amazon,0,2
w_05633,MUM-07,Mumbai,11,10.8,6,4672.0,433.0,48.7,46,EV_Scooter,Evening_Late,1,34,139,0,1,Flipkart,0,1
w_05634,MUM-07,Mumbai,7,5.0,2,800.0,113.0,25.3,14,Petrol_Bike,Midday_Evening,0,32,149,1,1,Amazon,1,0
w_05635,MUM-07,Mumbai,34,11.1,5,3956.0,743.0,77.3,62,Petrol_Bike,Morning_Midday,0,29,107,1,1,Amazon,0,1
w_05636,VAD-04,Vadodara,15,7.1,7,3504.0,538.0,56.4,65,Petrol_Bike,Midday_Evening,0,17,95,1,1,Meesho,0,0
w_05637,DEL-12,Delhi,19,2.0,3,800.0,95.0,34.8,18,Petrol_Bike,Midday_Evening,0,32,216,1,0,Flipkart,1,0
w_05638,BLR-03,Bangalore,10,8.8,6,4623.0,920.0,76.1,74,Petrol_Bike,Evening_Late,0,21,100,0,1,Amazon,0,0
w_05639,VAD-04,Vadodara,34,8.9,7,2936.0,947.0,41.5,69,Cycle,Midday_Evening,1,10,97,0,1,Amazon,0,0
w_05640,VAD-04,Vadodara,2,10.8,5,4311.0,1224.0,68.9,23,Petrol_Bike,Midday_Evening,0,13,156,0,1,Flipkart,0,0
w_05641,DEL-12,Delhi,4,8.0,6,2921.0,702.0,66.9,37,Petrol_Bike,Evening_Late,0,23,270,1,0,Amazon,0,0
w_05642,BLR-03,Bangalore,44,10.1,6,3790.0,1122.0,62.8,40,Petrol_Bike,Midday_Evening,1,19,91,0,1,Amazon,0,0
w_05643,MUM-07,Mumbai,7,7.9,5,2725.0,396.0,65.2,44,EV_Scooter,Midday_Evening,0,26,114,1,1,Flipkart,0,1
w_05644,MUM-07,Mumbai,1,10.0,6,2857.0,946.0,54.9,33,Petrol_Bike,Morning_Midday,0,32,93,1,1,Amazon,0,1
w_05645,DEL-12,Delhi,52,2.8,3,800.0,146.0,23.2,24,EV_Scooter,Morning_Midday,0,36,226,1,0,Flipkart,1,0
w_05646,MUM-07,Mumbai,35,4.0,3,807.0,185.0,22.0,23,Petrol_Bike,Midday_Evening,2,32,115,1,1,Amazon,1,1
w_05647,VAD-04,Vadodara,24,9.0,5,2301.0,432.0,100.0,75,Petrol_Bike,Midday_Evening,0,10,98,0,1,Amazon,0,0
w_05648,BLR-03,Bangalore,13,6.2,7,2690.0,649.0,80.2,66,Petrol_Bike,Midday_Evening,5,22,71,0,1,Meesho,0,2
w_05649,DEL-12,Delhi,64,10.3,5,3316.0,884.0,73.9,85,EV_Scooter,Midday_Evening,0,43,269,0,0,Amazon,0,1
w_05650,DEL-12,Delhi,42,11.3,6,4511.0,574.0,50.8,30,Petrol_Bike,Evening_Late,4,38,272,1,0,Meesho,0,2
w_05651,BLR-03,Bangalore,57,5.1,4,1156.0,240.0,31.9,16,Petrol_Bike,Midday_Evening,4,21,84,0,1,Flipkart,1,2
w_05652,DEL-12,Delhi,24,10.7,7,5741.0,1161.0,71.1,47,EV_Scooter,Midday_Evening,0,35,308,1,0,Flipkart,0,1
w_05653,MUM-07,Mumbai,13,2.4,3,800.0,116.0,45.2,23,EV_Scooter,Morning_Midday,3,26,87,1,1,Flipkart,1,2
w_05654,MUM-07,Mumbai,8,7.5,6,3822.0,1097.0,75.9,41,Cycle,Midday_Evening,0,31,131,0,1,Amazon,0,0
w_05655,MUM-07,Mumbai,3,8.6,6,3536.0,375.0,40.1,43,EV_Scooter,Evening_Late,2,22,125,1,1,Amazon,0,1
w_05656,MUM-07,Mumbai,20,9.2,6,4245.0,1154.0,64.8,44,Petrol_Bike,Evening_Late,0,27,117,0,1,Amazon,0,0
w_05657,DEL-12,Delhi,21,7.5,6,3712.0,770.0,77.1,60,Petrol_Bike,Morning_Midday,0,28,243,1,0,Amazon,0,0
w_05658,BLR-03,Bangalore,8,11.5,6,3232.0,331.0,61.7,54,Petrol_Bike,Evening_Late,0,16,95,0,1,Amazon,0,0
w_05659,CHN-06,Chennai,22,2.8,2,800.0,222.0,31.2,24,EV_Scooter,Midday_Evening,0,24,100,1,1,Meesho,1,0
w_05660,DEL-12,Delhi,8,8.7,6,3795.0,702.0,75.2,64,Petrol_Bike,Midday_Evening,2,37,251,1,0,Flipkart,0,1
w_05661,MUM-07,Mumbai,29,8.1,7,3302.0,728.0,55.1,26,Petrol_Bike,Midday_Evening,0,28,98,0,1,Amazon,0,0
w_05662,MUM-07,Mumbai,5,11.5,7,5087.0,604.0,84.8,62,Petrol_Bike,Midday_Evening,0,28,90,0,1,Amazon,0,0
w_05663,BLR-03,Bangalore,4,7.2,7,3044.0,765.0,59.3,57,Petrol_Bike,Morning_Midday,0,11,88,0,1,Amazon,0,0
w_05664,DEL-12,Delhi,9,10.7,7,3946.0,338.0,43.4,34,EV_Scooter,Morning_Midday,1,34,250,1,0,Amazon,0,0
w_05665,DEL-12,Delhi,27,9.8,7,5394.0,967.0,63.9,53,EV_Scooter,Morning_Midday,0,33,256,0,0,Flipkart,0,1
w_05666,BLR-03,Bangalore,3,7.6,5,3244.0,591.0,62.4,34,Petrol_Bike,Morning_Midday,0,16,93,1,1,Flipkart,0,1
w_05667,BLR-03,Bangalore,34,9.0,7,2808.0,413.0,79.2,56,Petrol_Bike,Midday_Evening,1,20,82,0,1,Flipkart,0,0
w_05668,BLR-03,Bangalore,2,9.2,7,5346.0,912.0,69.3,26,Petrol_Bike,Midday_Evening,1,15,90,1,1,Flipkart,0,0
w_05669,VAD-04,Vadodara,9,2.7,3,800.0,242.0,22.3,25,Cycle,Evening_Late,1,12,94,1,1,Meesho,1,1
w_05670,BLR-03,Bangalore,2,8.5,6,3611.0,1010.0,71.4,18,EV_Scooter,Evening_Late,0,10,133,0,1,Flipkart,0,0
w_05671,BLR-03,Bangalore,1,10.4,7,3964.0,592.0,78.3,57,Petrol_Bike,Evening_Late,0,17,76,1,1,Amazon,0,0
w_05672,MUM-07,Mumbai,17,9.6,5,3083.0,957.0,44.3,31,Petrol_Bike,Evening_Late,0,24,121,0,1,Flipkart,0,0
w_05673,DEL-12,Delhi,10,10.2,6,4844.0,1311.0,64.0,53,Petrol_Bike,Morning_Midday,0,35,242,0,0,Flipkart,0,0
w_05674,MUM-07,Mumbai,3,8.2,7,2991.0,571.0,38.6,64,Petrol_Bike,Morning_Midday,0,25,112,1,1,Amazon,0,0
w_05675,CHN-06,Chennai,7,9.1,6,3905.0,827.0,89.0,32,Petrol_Bike,Morning_Midday,1,22,105,0,1,Flipkart,0,1
w_05676,VAD-04,Vadodara,18,9.7,5,3660.0,1250.0,80.2,10,Petrol_Bike,Midday_Evening,0,14,113,1,1,Amazon,0,1
w_05677,DEL-12,Delhi,8,4.4,2,800.0,159.0,15.9,14,Petrol_Bike,Evening_Late,0,41,249,1,0,Flipkart,1,0
w_05678,MUM-07,Mumbai,9,9.4,7,3551.0,810.0,50.0,42,EV_Scooter,Midday_Evening,1,29,123,1,1,Flipkart,0,1
w_05679,BLR-03,Bangalore,8,12.6,7,5568.0,1739.0,59.2,31,Petrol_Bike,Evening_Late,2,11,78,1,1,Meesho,0,1
w_05680,MUM-07,Mumbai,6,3.9,2,800.0,159.0,14.2,18,EV_Scooter,Midday_Evening,0,23,140,0,1,Flipkart,1,0
w_05681,MUM-07,Mumbai,6,10.6,6,4599.0,1151.0,55.9,33,Petrol_Bike,Midday_Evening,0,28,181,0,1,Flipkart,0,0
w_05682,DEL-12,Delhi,6,9.9,7,5325.0,1206.0,59.2,67,Petrol_Bike,Evening_Late,3,32,239,0,0,Amazon,0,2
w_05683,CHN-06,Chennai,5,3.6,3,800.0,269.0,32.9,23,Petrol_Bike,Morning_Midday,1,11,114,0,1,Amazon,1,0
w_05684,MUM-07,Mumbai,4,9.8,6,3577.0,1166.0,38.2,28,Petrol_Bike,Morning_Midday,0,33,131,1,1,Amazon,0,0
w_05685,MUM-07,Mumbai,8,3.8,3,800.0,251.0,32.9,23,Petrol_Bike,Morning_Midday,0,30,146,0,1,Amazon,1,0
w_05686,BLR-03,Bangalore,6,4.9,4,1039.0,253.0,32.4,20,EV_Scooter,Morning_Midday,0,20,112,1,1,Amazon,1,0
w_05687,DEL-12,Delhi,4,10.7,6,3836.0,977.0,81.5,35,Petrol_Bike,Midday_Evening,1,33,265,0,0,Meesho,0,0
w_05688,CHN-06,Chennai,26,12.6,6,5075.0,1508.0,103.7,84,Petrol_Bike,Midday_Evening,0,23,105,0,1,Flipkart,0,0
w_05689,MUM-07,Mumbai,41,3.6,4,820.0,229.0,38.2,23,Petrol_Bike,Evening_Late,0,26,120,0,1,Flipkart,1,0
w_05690,DEL-12,Delhi,12,9.1,6,3329.0,1117.0,44.0,50,Petrol_Bike,Morning_Midday,2,35,241,0,0,Flipkart,0,1
w_05691,MUM-07,Mumbai,13,8.4,6,3732.0,648.0,84.0,22,Petrol_Bike,Morning_Midday,0,25,128,0,1,Amazon,0,0
w_05692,MUM-07,Mumbai,6,8.8,6,3108.0,676.0,63.0,58,Petrol_Bike,Morning_Midday,0,34,98,1,1,Flipkart,0,1
w_05693,DEL-12,Delhi,35,2.5,3,800.0,174.0,14.5,17,Petrol_Bike,Midday_Evening,0,29,246,1,0,Flipkart,1,1
w_05694,DEL-12,Delhi,69,12.2,6,4557.0,1553.0,92.2,52,Petrol_Bike,Midday_Evening,1,39,287,0,0,Amazon,0,1
w_05695,BLR-03,Bangalore,10,3.3,3,800.0,246.0,27.6,24,Petrol_Bike,Midday_Evening,0,18,97,0,1,Flipkart,1,0
w_05696,MUM-07,Mumbai,7,8.9,7,4904.0,580.0,47.9,39,Petrol_Bike,Morning_Midday,2,27,152,1,1,Flipkart,0,1
w_05697,DEL-12,Delhi,17,3.4,3,800.0,148.0,38.3,21,Petrol_Bike,Midday_Evening,4,35,296,0,0,Amazon,1,2
w_05698,DEL-12,Delhi,13,4.5,2,800.0,125.0,23.0,17,Petrol_Bike,Midday_Evening,0,37,256,1,0,Meesho,1,0
w_05699,CHN-06,Chennai,7,7.5,6,1987.0,633.0,63.5,64,Petrol_Bike,Morning_Midday,2,27,110,0,1,Flipkart,0,1
w_05700,MUM-07,Mumbai,19,2.0,4,800.0,214.0,17.7,23,EV_Scooter,Morning_Midday,0,29,123,0,1,Amazon,1,0
w_05701,MUM-07,Mumbai,31,8.7,5,2623.0,338.0,90.5,48,EV_Scooter,Midday_Evening,0,25,110,0,1,Flipkart,0,0
w_05702,MUM-07,Mumbai,5,3.7,3,800.0,81.0,33.1,18,Petrol_Bike,Morning_Midday,2,28,107,1,1,Amazon,1,1
w_05703,DEL-12,Delhi,104,3.5,3,800.0,226.0,41.2,16,Petrol_Bike,Morning_Midday,0,42,281,0,0,Amazon,1,0
w_05704,MUM-07,Mumbai,2,7.9,7,3061.0,579.0,63.5,39,Petrol_Bike,Morning_Midday,0,33,135,0,1,Amazon,0,0
w_05705,CHN-06,Chennai,5,7.1,5,2277.0,622.0,48.9,54,Petrol_Bike,Midday_Evening,0,25,151,0,1,Flipkart,0,0
w_05706,MUM-07,Mumbai,15,7.5,6,2749.0,698.0,90.7,54,Petrol_Bike,Morning_Midday,0,31,154,0,1,Flipkart,0,0
w_05707,BLR-03,Bangalore,104,11.6,6,4120.0,422.0,37.7,50,Petrol_Bike,Evening_Late,0,20,77,1,1,Flipkart,0,1
w_05708,MUM-07,Mumbai,6,7.5,6,2649.0,547.0,18.2,64,EV_Scooter,Midday_Evening,1,32,151,0,1,Amazon,0,0
w_05709,DEL-12,Delhi,4,11.9,6,6733.0,1795.0,42.9,45,Petrol_Bike,Morning_Midday,2,34,253,0,0,Amazon,0,1
w_05710,CHN-06,Chennai,21,9.9,5,2601.0,261.0,18.4,57,Petrol_Bike,Morning_Midday,1,17,135,0,1,Flipkart,0,0
w_05711,MUM-07,Mumbai,9,9.1,6,2981.0,962.0,66.8,31,Petrol_Bike,Evening_Late,1,28,118,1,1,Amazon,0,1
w_05712,CHN-06,Chennai,23,3.5,3,800.0,162.0,11.4,27,EV_Scooter,Morning_Midday,0,19,79,0,1,Amazon,1,0
w_05713,DEL-12,Delhi,11,11.4,6,5416.0,1853.0,101.7,64,Petrol_Bike,Midday_Evening,1,31,241,1,0,Amazon,0,0
w_05714,CHN-06,Chennai,5,10.3,6,3931.0,1170.0,64.3,38,Petrol_Bike,Midday_Evening,1,20,87,0,1,Amazon,0,1
w_05715,DEL-12,Delhi,104,10.9,6,4388.0,665.0,53.8,63,Petrol_Bike,Midday_Evening,0,44,239,1,0,Flipkart,0,0
w_05716,MUM-07,Mumbai,1,9.1,6,4651.0,1188.0,35.8,62,Petrol_Bike,Midday_Evening,0,28,116,1,1,Amazon,0,0
w_05717,MUM-07,Mumbai,75,2.0,3,800.0,85.0,29.4,15,Petrol_Bike,Midday_Evening,0,29,151,1,1,Flipkart,1,0
w_05718,MUM-07,Mumbai,30,11.7,5,3198.0,552.0,95.4,65,Petrol_Bike,Midday_Evening,1,24,174,0,1,Meesho,0,1
w_05719,VAD-04,Vadodara,5,10.4,7,5686.0,1161.0,21.9,34,EV_Scooter,Morning_Midday,1,7,82,0,1,Meesho,0,1
w_05720,MUM-07,Mumbai,79,7.9,6,3090.0,327.0,76.1,59,Petrol_Bike,Midday_Evening,0,25,161,1,1,Flipkart,0,1
w_05721,MUM-07,Mumbai,3,10.3,6,3805.0,714.0,43.2,76,Petrol_Bike,Midday_Evening,1,33,119,1,1,Flipkart,0,1
w_05722,DEL-12,Delhi,33,10.6,6,3454.0,1008.0,82.9,55,Petrol_Bike,Evening_Late,0,36,268,0,0,Meesho,0,0
w_05723,BLR-03,Bangalore,1,12.0,7,5508.0,1577.0,44.5,95,Petrol_Bike,Midday_Evening,0,20,54,0,1,Amazon,0,0
w_05724,MUM-07,Mumbai,3,10.4,6,3467.0,285.0,90.5,62,EV_Scooter,Midday_Evening,2,30,143,1,1,Meesho,0,1
w_05725,MUM-07,Mumbai,3,11.2,6,4311.0,731.0,71.9,48,Petrol_Bike,Morning_Midday,0,26,80,1,1,Meesho,0,1
w_05726,DEL-12,Delhi,5,6.0,3,1115.0,155.0,32.6,18,Petrol_Bike,Midday_Evening,0,40,267,1,0,Amazon,1,0
w_05727,MUM-07,Mumbai,12,7.5,6,3420.0,1103.0,41.1,55,Petrol_Bike,Evening_Late,2,26,136,1,1,Flipkart,0,1
w_05728,VAD-04,Vadodara,5,10.7,6,3247.0,291.0,55.6,49,EV_Scooter,Morning_Midday,0,19,119,0,1,Flipkart,0,0
w_05729,MUM-07,Mumbai,1,9.7,6,3264.0,1112.0,38.9,24,Petrol_Bike,Midday_Evening,0,29,112,0,1,Amazon,0,0
w_05730,CHN-06,Chennai,19,5.1,3,1086.0,274.0,36.5,10,EV_Scooter,Evening_Late,1,15,118,1,1,Flipkart,1,0
w_05731,BLR-03,Bangalore,12,3.2,3,800.0,245.0,30.6,24,Petrol_Bike,Midday_Evening,0,16,104,1,1,Amazon,1,1
w_05732,MUM-07,Mumbai,18,7.8,6,2642.0,264.0,21.2,62,Petrol_Bike,Midday_Evening,0,21,125,1,1,Amazon,0,0
w_05733,DEL-12,Delhi,14,5.7,3,1122.0,126.0,17.7,13,Cycle,Evening_Late,0,39,276,0,0,Flipkart,1,0
w_05734,DEL-12,Delhi,31,3.4,4,830.0,257.0,12.8,19,Petrol_Bike,Midday_Evening,0,35,258,0,0,Flipkart,1,0
w_05735,DEL-12,Delhi,11,9.3,6,2808.0,629.0,69.1,51,Petrol_Bike,Midday_Evening,2,27,273,0,0,Flipkart,0,1
w_05736,DEL-12,Delhi,33,9.3,7,2749.0,865.0,106.1,45,Petrol_Bike,Evening_Late,0,36,257,1,0,Amazon,0,0
w_05737,DEL-12,Delhi,5,9.8,5,3879.0,1144.0,73.7,40,Petrol_Bike,Midday_Evening,2,33,265,0,0,Flipkart,0,1
w_05738,MUM-07,Mumbai,5,8.8,6,3759.0,991.0,47.1,51,Petrol_Bike,Evening_Late,1,23,144,1,1,Amazon,0,1
w_05739,VAD-04,Vadodara,48,11.0,6,5306.0,650.0,95.7,51,Petrol_Bike,Midday_Evening,0,20,106,1,1,Amazon,0,1
w_05740,DEL-12,Delhi,47,8.8,6,2576.0,773.0,23.1,38,Petrol_Bike,Midday_Evening,0,35,230,1,0,Amazon,0,0
w_05741,BLR-03,Bangalore,21,4.1,3,1058.0,132.0,31.0,18,Cycle,Midday_Evening,0,17,101,0,1,Flipkart,1,0
w_05742,DEL-12,Delhi,5,2.6,2,800.0,240.0,17.3,26,Petrol_Bike,Midday_Evening,0,34,289,0,0,Flipkart,1,0
w_05743,BLR-03,Bangalore,4,12.1,7,3934.0,420.0,50.6,57,Petrol_Bike,Midday_Evening,3,12,102,0,1,Flipkart,0,2
w_05744,CHN-06,Chennai,45,6.3,6,2732.0,471.0,39.1,50,EV_Scooter,Midday_Evening,1,17,112,0,1,Amazon,0,1
w_05745,MUM-07,Mumbai,43,7.9,6,2737.0,813.0,35.1,53,Petrol_Bike,Midday_Evening,1,33,129,0,1,Flipkart,0,0
w_05746,DEL-12,Delhi,11,12.9,6,6171.0,647.0,58.0,51,Petrol_Bike,Midday_Evening,0,34,278,1,0,Amazon,0,0
w_05747,DEL-12,Delhi,104,3.5,3,800.0,194.0,15.8,18,Petrol_Bike,Midday_Evening,1,35,256,1,0,Flipkart,1,0
w_05748,CHN-06,Chennai,19,8.5,5,3181.0,1080.0,21.7,42,Petrol_Bike,Morning_Midday,0,14,94,0,1,Amazon,0,0
w_05749,CHN-06,Chennai,4,7.6,7,2601.0,574.0,47.0,68,EV_Scooter,Evening_Late,1,17,132,0,1,Amazon,0,1
w_05750,DEL-12,Delhi,9,8.8,6,3279.0,1054.0,51.1,38,Petrol_Bike,Midday_Evening,2,37,247,1,0,Amazon,0,1
w_05751,MUM-07,Mumbai,12,9.9,7,5045.0,652.0,66.4,75,Petrol_Bike,Morning_Midday,2,29,152,1,1,Flipkart,0,1
w_05752,BLR-03,Bangalore,13,10.2,6,4775.0,984.0,53.4,75,Petrol_Bike,Midday_Evening,0,25,122,0,1,Flipkart,0,0
w_05753,MUM-07,Mumbai,42,10.0,5,2091.0,522.0,46.2,40,Petrol_Bike,Midday_Evening,0,33,144,0,1,Flipkart,0,0
w_05754,BLR-03,Bangalore,4,6.8,7,3267.0,389.0,85.1,58,Petrol_Bike,Midday_Evening,0,18,64,0,1,Amazon,0,0
w_05755,CHN-06,Chennai,3,3.5,3,800.0,98.0,21.3,16,Petrol_Bike,Midday_Evening,1,23,105,0,1,Amazon,1,0
w_05756,MUM-07,Mumbai,22,10.0,5,2959.0,565.0,97.2,61,Petrol_Bike,Midday_Evening,1,27,125,1,1,Amazon,0,1
w_05757,DEL-12,Delhi,7,2.8,3,800.0,240.0,11.7,14,Petrol_Bike,Midday_Evening,0,43,248,0,0,Amazon,1,0
w_05758,DEL-12,Delhi,104,9.5,5,1945.0,449.0,27.1,35,Cycle,Midday_Evening,0,39,263,0,0,Flipkart,0,0
w_05759,DEL-12,Delhi,31,5.0,2,800.0,160.0,34.9,22,Petrol_Bike,Morning_Midday,0,35,279,0,0,Amazon,1,0
w_05760,MUM-07,Mumbai,7,8.1,6,3066.0,744.0,36.2,75,EV_Scooter,Morning_Midday,0,28,119,0,1,Flipkart,0,0
w_05761,BLR-03,Bangalore,40,11.3,7,4605.0,448.0,62.7,42,EV_Scooter,Midday_Evening,2,23,91,0,1,Amazon,0,1
w_05762,CHN-06,Chennai,25,8.3,6,2977.0,691.0,63.2,38,Petrol_Bike,Morning_Midday,0,24,99,0,1,Flipkart,0,0
w_05763,CHN-06,Chennai,22,8.4,6,2792.0,697.0,35.4,19,Petrol_Bike,Morning_Midday,1,28,134,0,1,Amazon,0,1
w_05764,MUM-07,Mumbai,10,2.0,3,800.0,155.0,22.2,16,EV_Scooter,Midday_Evening,0,20,124,0,1,Amazon,1,0
w_05765,BLR-03,Bangalore,18,7.7,6,3025.0,453.0,68.8,46,Petrol_Bike,Evening_Late,0,19,65,0,1,Amazon,0,0
w_05766,BLR-03,Bangalore,1,10.5,6,4336.0,1127.0,40.2,32,EV_Scooter,Midday_Evening,5,16,56,0,1,Amazon,0,2
w_05767,MUM-07,Mumbai,45,3.1,3,800.0,159.0,32.2,15,Petrol_Bike,Midday_Evening,1,35,139,0,1,Flipkart,1,0
w_05768,VAD-04,Vadodara,1,11.1,5,4017.0,1079.0,49.9,37,EV_Scooter,Evening_Late,0,20,96,0,1,Flipkart,0,0
w_05769,MUM-07,Mumbai,7,3.6,3,849.0,124.0,21.2,15,Petrol_Bike,Midday_Evening,1,28,146,0,1,Flipkart,1,0
w_05770,CHN-06,Chennai,2,9.1,6,2996.0,492.0,46.4,39,Petrol_Bike,Midday_Evening,1,28,72,0,1,Flipkart,0,1
w_05771,DEL-12,Delhi,7,6.1,3,1008.0,113.0,26.7,22,EV_Scooter,Evening_Late,0,42,247,0,0,Amazon,1,0
w_05772,BLR-03,Bangalore,11,10.7,6,3946.0,1354.0,44.4,51,Petrol_Bike,Midday_Evening,1,18,62,1,1,Amazon,0,1
w_05773,MUM-07,Mumbai,3,9.2,7,3711.0,430.0,49.0,44,Petrol_Bike,Midday_Evening,0,37,140,0,1,Meesho,0,0
w_05774,BLR-03,Bangalore,1,8.4,6,3948.0,852.0,67.7,28,Petrol_Bike,Evening_Late,4,18,111,1,1,Flipkart,0,2
w_05775,VAD-04,Vadodara,14,3.4,3,800.0,173.0,28.7,16,Petrol_Bike,Morning_Midday,1,14,123,1,1,Amazon,1,0
w_05776,MUM-07,Mumbai,98,9.8,6,3373.0,540.0,35.7,44,EV_Scooter,Midday_Evening,0,31,103,0,1,Amazon,0,0
w_05777,DEL-12,Delhi,8,9.2,7,4244.0,896.0,69.1,62,EV_Scooter,Midday_Evening,2,34,242,0,0,Flipkart,0,1
w_05778,MUM-07,Mumbai,31,6.8,5,2169.0,527.0,61.5,54,EV_Scooter,Midday_Evening,0,28,135,1,1,Amazon,0,0
w_05779,BLR-03,Bangalore,54,9.8,6,3976.0,515.0,84.4,21,Cycle,Midday_Evening,1,23,53,1,1,Flipkart,0,1
w_05780,MUM-07,Mumbai,1,9.5,6,3664.0,391.0,100.5,57,EV_Scooter,Morning_Midday,1,28,124,1,1,Amazon,0,1
w_05781,DEL-12,Delhi,7,5.2,4,1359.0,220.0,34.4,18,Petrol_Bike,Midday_Evening,2,29,297,1,0,Flipkart,1,1
w_05782,DEL-12,Delhi,3,8.3,6,3706.0,1286.0,73.8,46,Petrol_Bike,Midday_Evening,2,36,256,0,0,Flipkart,0,1
w_05783,DEL-12,Delhi,5,9.6,6,3263.0,1016.0,44.6,82,Petrol_Bike,Midday_Evening,0,33,223,1,0,Flipkart,0,0
w_05784,MUM-07,Mumbai,66,3.5,3,800.0,96.0,26.2,19,Petrol_Bike,Midday_Evening,2,31,115,1,1,Meesho,1,1
w_05785,VAD-04,Vadodara,15,8.0,6,3477.0,1082.0,10.3,47,Petrol_Bike,Morning_Midday,5,16,100,0,1,Amazon,0,2
w_05786,CHN-06,Chennai,26,8.0,6,3377.0,912.0,50.4,43,EV_Scooter,Morning_Midday,0,27,158,0,1,Amazon,0,1
w_05787,MUM-07,Mumbai,11,9.7,7,3612.0,919.0,70.1,79,Petrol_Bike,Midday_Evening,0,31,171,0,1,Flipkart,0,0
w_05788,BLR-03,Bangalore,3,3.6,3,800.0,217.0,27.7,27,Petrol_Bike,Midday_Evening,3,22,113,1,1,Amazon,1,2
w_05789,CHN-06,Chennai,24,9.2,7,3319.0,814.0,54.9,65,Petrol_Bike,Midday_Evening,2,20,97,1,1,Flipkart,0,1
w_05790,MUM-07,Mumbai,42,12.2,6,4525.0,775.0,54.3,55,Cycle,Midday_Evening,1,31,160,1,1,Amazon,0,1
w_05791,MUM-07,Mumbai,16,9.4,5,3460.0,385.0,51.5,52,Petrol_Bike,Evening_Late,0,35,102,0,1,Flipkart,0,0
w_05792,DEL-12,Delhi,19,11.0,6,4649.0,561.0,41.8,65,Petrol_Bike,Evening_Late,1,33,286,1,0,Amazon,0,1
w_05793,CHN-06,Chennai,3,4.6,3,877.0,284.0,30.6,18,Petrol_Bike,Evening_Late,0,29,128,0,1,Flipkart,1,0
w_05794,CHN-06,Chennai,24,8.3,6,2410.0,521.0,42.4,49,Petrol_Bike,Midday_Evening,1,20,102,0,1,Meesho,0,1
w_05795,DEL-12,Delhi,46,8.3,6,3786.0,382.0,85.1,57,Petrol_Bike,Midday_Evening,0,32,288,1,0,Amazon,0,0
w_05796,BLR-03,Bangalore,18,2.1,3,800.0,205.0,26.4,21,Petrol_Bike,Midday_Evening,0,19,84,0,1,Amazon,1,0
w_05797,MUM-07,Mumbai,2,6.8,6,2516.0,453.0,37.3,56,EV_Scooter,Midday_Evening,0,30,99,0,1,Flipkart,0,0
w_05798,CHN-06,Chennai,62,9.8,7,4200.0,524.0,39.4,51,Cycle,Evening_Late,2,25,129,0,1,Amazon,0,1
w_05799,CHN-06,Chennai,4,10.1,5,2530.0,664.0,21.3,42,Petrol_Bike,Evening_Late,0,19,103,0,1,Amazon,0,0
